Player,Position,TeamId,DateOfBirth,Height,Weight,College,YearsPlayed
Tyrion Ingram-Dawkins,DL,21,6/26/2003,77,290,Georgia,0
Will Reichard,K,21,1/9/2001,73,190,Alabama,2
Andrew Van Ginkel,LB,21,7/1/1995,76,242,Wisconsin; Iowa Western CC; South Dakota,7
Blake Cashman,LB,21,5/10/1996,73,235,Minnesota,7
Bo Richter,LB,21,8/13/2000,73,248,Air Force,2
Cam Gill,LB,21,12/14/1997,75,240,Wagner,5
Chaz Chambliss,LB,21,10/25/2002,73,244,Georgia,0
Dallas Turner,LB,21,2/2/2003,75,247,Alabama,2
Eric Wilson,LB,21,9/26/1994,73,230,Cincinnati; Northwestern,9
Gabriel Murphy,LB,21,10/13/2000,74,247,UCLA; North Texas,2
Ivan Pace Jr.,LB,21,12/16/2000,70,236,Cincinnati; Miami (Ohio),3
Jonathan Greenard,LB,21,5/25/1997,75,259,Florida; Louisville,6
Sione Takitaki,LB,21,6/8/1995,73,245,BYU,7
Tyler Batty,LB,21,5/2/1999,77,271,BYU,0
Andrew DePaola,LS,21,7/28/1987,73,227,Rutgers,11
Blake Brandel,OL,21,1/23/1997,79,315,Oregon State,5
Brian O'Neill,OL,21,9/15/1995,79,310,Pittsburgh,8
Christian Darrisaw,OL,21,6/2/1999,77,315,Virginia Tech,5
Donovan Jackson,OL,21,12/4/2002,76,324,Ohio State,0
Henry Byrd,OL,21,7/1/1999,77,310,Princeton,1
Joe Huber,OL,21,5/2/2002,77,310,Wisconsin,0
Justin Skule,OL,21,11/23/1996,78,315,Vanderbilt,6
Matt Nelson,OL,21,12/19/1995,79,315,Iowa,5
Max Pircher,OL,21,9/7/1999,79,325,,1
Michael Gonzalez,OL,21,,,,,
Michael Jurgens,OL,21,1/1/2000,76,311,Wake Forest,2
Ryan Kelly,OL,21,5/30/1993,76,307,Alabama,10
Vershon Lee,OL,21,12/7/2001,76,310,South Carolina,0
Walter Rouse,OL,21,3/9/2001,78,330,Oklahoma; Stanford,2
Will Fries,OL,21,4/4/1998,78,321,Penn State,5
Zack Bailey,OL,21,11/8/1995,77,300,South Carolina,3
Zeke Correll,OL,21,11/10/2000,75,307,N.C. State,0
Oscar Chapman,P,21,,,,,
Ryan Wright,P,21,6/1/2000,75,245,Tulane,4
Carson Wentz,QB,21,12/30/1992,77,237,North Dakota State,10
J.J. McCarthy,QB,21,1/20/2003,75,219,Michigan,2
Max Brosmer,QB,21,3/28/2001,74,217,Minnesota; New Hampshire,0
Aaron Jones,RB,21,12/2/1994,69,208,Texas-El Paso,9
C.J. Ham,RB,21,7/22/1993,71,250,Augustana (SD),9
Jordan Mason,RB,21,5/24/1999,71,230,Georgia Tech,4
Tre Stewart,RB,21,,,,,
Ty Chandler,RB,21,5/12/1998,71,204,North Carolina,4
Xazavian Valladay,RB,21,7/3/1998,72,198,Arizona State; Wyoming,1
Zavier Scott,RB,21,7/17/1999,73,221,Maine,1
Ben Yurosek,TE,21,3/17/2002,76,251,Georgia; Stanford,0
Bryson Nesbit,TE,21,9/25/2002,77,238,North Carolina,0
Gavin Bartholomew,TE,21,4/30/2003,77,246,Pittsburgh,0
Josh Oliver,TE,21,3/21/1997,77,264,San Jose State,7
T.J. Hockenson,TE,21,7/3/1997,77,248,Iowa,7
Dontae Fleming,WR,21,11/28/2001,74,180,Tulane,0
Jalen Nailor,WR,21,3/2/1999,71,199,Michigan State,4
Jeshaun Jones,WR,21,12/22/1999,73,188,Maryland,1
Jordan Addison,WR,21,1/27/2002,71,175,USC; Pittsburgh,3
Justin Jefferson,WR,21,6/16/1999,73,195,LSU,6
Lucky Jackson,WR,21,7/17/1997,72,186,Western Kentucky,1
Myles Price,WR,21,12/16/2001,69,183,Indiana; Texas Tech,0
Robert Lewis,WR,21,,,,,
Rondale Moore,WR,21,6/9/2000,67,180,Purdue,5
Tai Felton,WR,21,3/15/2003,73,186,Maryland,0
Cam Akers,RB,21,6/22/1999,70,217,Florida State,5
Kobe King,LB,21,1/28/2003,73,250,Penn State,0
Adam Thielen,WR,21,8/22/1990,74,200,Minnesota State,12
Josh Ross,LB,21,10/31/1999,72,229,Michigan,3
Tyrek Funderburk,DB,21,11/28/2000,72,185,Appalachian State; Richmond,2
Alex Austin,DB,22,5/22/2001,73,191,Oregon State,3
Brandon Crossley,DB,22,1/17/2001,72,185,SMU; Colorado State,0
Brenden Schooler,DB,22,5/30/1997,73,210,Texas; Arizona; Oregon,4
Carlton Davis III,DB,22,12/31/1996,73,206,Auburn,7
Charles Woods,DB,22,6/17/2000,71,185,SMU; West Virginia; Illinois State,2
Christian Gonzalez,DB,22,6/28/2002,73,205,Oregon,3
Craig Woodson,DB,22,2/20/2001,72,200,California,0
DJ James,DB,22,3/5/2001,72,184,Auburn; Oregon,1
Dell Pettus,DB,22,6/2/2001,71,200,Troy,2
Jaylinn Hawkins,DB,22,8/27/1997,73,208,California,6
Jordan Polk,DB,22,,,,,
Kobee Minor,DB,22,7/8/2002,71,188,Memphis; Indiana; Texas Tech,0
Marcellas Dial Jr.,DB,22,12/6/2000,72,190,South Carolina; Georgia Military,2
Marcus Jones,DB,22,10/22/1998,68,188,Houston; Troy,4
Miles Battle,DB,22,1/4/2000,75,197,Utah; Mississippi,1
R.J. Moten,DB,22,,,,,
Christian Barmore,DL,22,7/28/1999,77,315,Alabama,5
Cory Durden,DL,22,1/26/1999,76,305,N.C. State; Florida State,1
Eric Gregory,DL,22,9/13/2000,75,319,Arkansas,0
Fabien Lovett Sr.,DL,22,12/5/1999,75,316,Florida State; Mississippi State,1
Isaiah Iton,DL,22,8/23/2001,74,277,Rutgers; Hutchinson CC,1
Jahvaree Ritzie,DL,22,,,,,
Jaquelin Roy,DL,22,10/22/2000,75,305,LSU,3
Jeremiah Pharms,DL,22,10/16/1996,75,300,Friends U.,3
Jeremiah Pharms Jr.,DL,22,10/16/1996,75,300,Friends U.,3
Joshua Farmer,DL,22,1/17/2003,75,312,Florida State,0
Khyiris Tonga,DL,22,7/7/1996,74,335,BYU,5
Milton Williams,DL,22,4/6/1999,75,290,Louisiana Tech,5
Philip Blidi,DL,22,,,,,
Andy Borregales,K,22,1/2/2003,71,202,Miami,0
Anfernee Jennings,LB,22,5/1/1997,75,255,Alabama,6
Bradyn Swinson,LB,22,7/4/2002,76,255,LSU; Oregon,0
Christian Elliss,LB,22,1/2/1999,74,231,Idaho,4
Darius Harris,LB,22,1/17/1996,74,245,Middle Tennessee State,5
Elijah Ponder,LB,22,8/24/2002,75,261,Cal Poly (San Luis Obispo),0
Harold Landry III,LB,22,6/5/1996,74,252,Boston College,8
Jack Gibbens,LB,22,11/24/1998,75,242,Minnesota; Abilene Christian,3
Jahlani Tavai,LB,22,9/28/1996,74,255,Hawaii,7
K'Lavon Chaisson,LB,22,7/25/1999,75,255,LSU,6
Keion White,LB,22,1/20/1999,77,285,Georgia Tech; Old Dominion,3
Marte Mapu,LB,22,11/8/1999,75,230,Sacramento State,3
Robert Spillane,LB,22,12/14/1995,73,229,Western Michigan,7
Julian Ashby,LS,22,7/8/2002,73,231,Vanderbilt; Furman,0
Alec Lindstrom,OL,22,7/7/1997,75,300,Boston College,1
Ben Brown,OL,22,5/19/1998,77,312,Mississippi,3
Brenden Jaimes,OL,22,5/28/1999,77,300,Nebraska,5
Caedan Wallace,OL,22,4/18/2000,77,314,Penn State; West Virginia,2
Garrett Bradbury,OL,22,6/20/1995,75,300,N.C. State,7
Jared Wilson,OL,22,6/5/2003,75,310,Georgia,0
Marcus Bryant,OL,22,6/22/2002,79,320,Missouri; SMU,0
Mehki Butler,OL,22,4/3/2001,75,310,Arkansas State; Iowa Western CC,0
Mike Onwenu,OL,22,12/10/1997,75,350,Michigan,6
Morgan Moses,OL,22,3/3/1991,78,320,Virginia,12
Tyrese Robinson,OL,22,8/21/1999,75,317,Oklahoma,1
Vederian Lowe,OL,22,4/17/1999,77,315,Illinois,4
Wes Schweitzer,OL,22,9/11/1993,76,300,San Jose State,9
Will Campbell,OL,22,1/6/2004,78,319,LSU,0
Yasir Durant,OL,22,5/21/1998,78,330,Missouri; Arizona Western,3
Bryce Baringer,P,22,4/26/1999,74,215,Michigan State; Illinois,3
Ben Wooldridge,QB,22,,,,,
Drake Maye,QB,22,8/30/2002,76,225,North Carolina,2
Joshua Dobbs,QB,22,1/26/1995,75,220,Tennessee,9
Tommy DeVito,QB,22,8/7/1998,74,210,Illinois; Syracuse,3
Antonio Gibson,RB,22,6/23/1998,72,228,Memphis; East Central JC,6
Brock Lampe,RB,22,3/31/2003,73,249,Northern Illinois,0
Deneric Prince,RB,22,4/11/2000,72,216,Tulsa; Texas A&M,1
Jack Westover,RB,22,6/9/1999,74,245,Washington,1
Lan Larison,RB,22,10/11/2001,71,209,UC Davis,0
Micah Bernard,RB,22,,,,,
Rhamondre Stevenson,RB,22,2/23/1998,72,227,Oklahoma; Cerritos College,5
Rushawn Baker,RB,22,4/17/2003,72,225,Elon; Bucknell,0
Shane Watts,RB,22,,,,,
Terrell Jennings,RB,22,1/3/2001,72,217,Florida A&M,1
TreVeyon Henderson,RB,22,10/22/2002,70,202,Ohio State,0
Austin Hooper,TE,22,10/29/1994,76,254,Stanford,10
CJ Dippre,TE,22,4/29/2002,77,256,Alabama; Maryland,0
Cole Fotheringham,TE,22,10/11/1997,76,243,Utah,3
Hunter Henry,TE,22,12/7/1994,77,249,Arkansas,10
DeMario Douglas,WR,22,12/8/2000,68,192,Liberty,3
Efton Chism III,WR,22,10/26/2001,70,198,Eastern Washington,0
Jeremiah Webb,WR,22,5/17/2001,71,198,South Alabama; South Dakota,0
John Jiles,WR,22,7/8/2000,75,220,University of West Florida,1
Kayshon Boutte,WR,22,5/7/2002,71,197,LSU,3
Kyle Williams,WR,22,11/13/2002,71,190,Washington State,0
Mack Hollins,WR,22,9/16/1993,76,221,North Carolina,9
Phil Lutz,WR,22,,,,,
Stefon Diggs,WR,22,11/29/1993,72,191,Maryland,11
Ja'Lynn Polk,WR,22,4/11/2002,73,203,Washington; Texas Tech,2
Leonard Taylor III,DL,22,5/29/2002,75,305,Miami,2
Brandon Smith,WR,22,12/10/1998,73,218,Iowa,1
Patrick Johnson,LB,22,1/10/1998,74,248,Tulane,5
Jaheim Bell,TE,22,6/14/2001,74,241,Florida State; South Carolina,2
Javon Baker,WR,22,2/18/2002,73,202,UCF; Alabama,2
Jabrill Peppers,DB,22,10/4/1995,71,217,Michigan,9
Kyle Dugger,DB,22,3/22/1996,73,216,Lenoir Rhyne,6
Marshall Lang,TE,22,10/15/2001,76,246,Northwestern,0
Isaiah Bolden,DB,22,12/16/1999,74,205,Jackson State University,3
Richie Grant,DB,22,8/28/1995,72,204,UCF,5
Keion White,DL,22,1/20/1999,77,285,Georgia Tech; Old Dominion,3
Kendrick Bourne,WR,22,8/4/1995,73,205,Eastern Washington,9
Lorenz Metz,OL,22,3/7/1997,81,310,Cincinnati,1
Cam Riley,LB,22,3/29/2002,77,237,Florida State; Auburn,0
Truman Jones,LB,22,5/13/2000,75,255,Harvard,1
Andrew Rupcich,OL,22,4/1/1999,78,318,Culver-Stockton College,2
Thomas Odukoya,TE,22,5/5/1997,78,253,Eastern Michigan,2
Gee Scott Jr.,TE,22,12/28/2000,75,238,Ohio State,0
Alontae Taylor,DB,23,12/3/1998,73,199,Tennessee,4
Dalys Beanum,DB,23,10/12/2002,73,200,South Dakota State,0
Elliott Davison,DB,23,12/19/2001,72,190,Texas-San Antonio,0
Isaac Yiadom,DB,23,2/20/1996,73,188,Boston College,8
Jayden Price,DB,23,4/5/2000,71,185,North Dakota State,1
Jonas Sanker,DB,23,11/23/2001,73,210,Virginia,0
Jordan Howden,DB,23,5/14/2000,72,210,Minnesota,3
Julian Blackmon,DB,23,8/24/1998,72,202,Utah,6
Justin Reid,DB,23,2/15/1997,73,207,Stanford,8
Kool-Aid McKinstry,DB,23,9/30/2002,71,199,Alabama,2
Michael Davis,DB,23,1/6/1996,74,195,BYU,9
Quincy Riley,DB,23,5/26/2001,71,195,Louisville; Middle Tennessee State,0
Rejzohn Wright,DB,23,9/4/2000,74,193,Oregon State,2
Terrell Burgess,DB,23,8/18/1997,71,202,Utah,5
Tyrann Mathieu,DB,23,5/13/1992,69,190,LSU,12
Ugo Amadi,DB,23,5/16/1997,69,201,Oregon,7
Bryan Bresee,DL,23,10/6/2001,77,305,Clemson,3
Coziah Izzard,DL,23,11/6/2001,75,305,Penn State,0
Davon Godchaux,DL,23,11/11/1994,75,330,LSU,9
Jasheen Davis,DL,23,,,,,
Jayden Peevy,DL,23,9/3/1999,77,308,Texas A&M,1
John Ridgeway,DL,23,5/7/1999,77,321,Arkansas; Illinois State,4
Jonah Williams,DL,23,8/17/1995,77,275,Weber State,5
Jonathan Bullard,DL,23,10/22/1993,75,290,Florida,10
Khristian Boyd,DL,23,2/23/2000,74,320,Northern Iowa,2
Nathan Shepherd,DL,23,10/9/1993,76,315,Fort Hays; Simon Fraser,8
Omari Thomas,DL,23,,,,,
Vernon Broughton,DL,23,7/15/2001,77,311,Texas,0
Cade York,K,23,1/27/2001,73,206,LSU,3
Charlie Smyth,K,23,6/26/2001,76,210,,1
Cameron Jordan,LB,23,7/10/1989,76,287,California,15
Carl Granderson,LB,23,12/18/1996,77,261,Wyoming,7
Chase Young,LB,23,4/14/1999,77,265,Ohio State,6
Chris Rumph II,LB,23,10/19/1998,74,244,Duke,5
Danny Stutsman,LB,23,3/10/2003,75,233,Oklahoma,0
Demario Davis,LB,23,1/11/1989,74,248,Arkansas State,14
Fadil Diggs,LB,23,10/15/2001,77,261,Syracuse; Texas A&M,0
Isaiah Stalbird,LB,23,7/18/2000,73,215,South Dakota State,1
Jaylan Ford,LB,23,11/28/2001,74,240,Texas,2
Pete Werner,LB,23,6/5/1999,75,242,Ohio State,5
Tyreem Powell,LB,23,,,,,
Zach Wood,LS,23,1/10/1993,75,255,SMU,9
Asim Richards,OL,23,10/2/2000,76,307,North Carolina,3
Barry Wesley,OL,23,7/14/1999,79,310,Colorado State,1
Cesar Ruiz,OL,23,6/14/1999,76,316,Michigan,6
Dillon Radunz,OL,23,3/28/1998,78,301,North Dakota State,5
Easton Kilty,OL,23,5/1/2002,78,307,Kansas State; North Dakota,0
Erik McCoy,OL,23,8/27/1997,76,303,Texas A&M,7
Jonathan Mendoza,OL,23,,,,,
Josiah Ezirim,OL,23,5/21/2001,78,329,Eastern Kentucky,0
Kelvin Banks Jr.,OL,23,3/10/2004,77,315,Texas,0
Landon Young,OL,23,8/21/1997,79,321,Kentucky,5
Luke Fortner,OL,23,5/15/1998,76,307,Kentucky,4
Mike Panasiuk,OL,23,10/13/1997,75,295,Michigan State,1
Nick Saldiveri,OL,23,8/14/2000,78,316,Old Dominion,3
Ryan Ramczyk,OL,23,4/22/1994,78,314,Wisconsin; Wisconsin-Stevens Point; Mid-State Technical College (J.C.); Madison Area Technical College,8
Taliese Fuaga,OL,23,4/5/2002,78,324,Oregon State,2
Torricelli Simpkins III,OL,23,6/6/2002,77,312,South Carolina; North Carolina Central,0
Will Clapp,OL,23,12/10/1995,77,314,LSU,8
Xavier Truss,OL,23,7/13/2001,79,320,Georgia,0
James Burnip,P,23,,,,,
Kai Kroeger,P,23,6/11/2002,76,213,South Carolina,0
Derek Carr,QB,23,3/28/1991,75,215,Fresno State,11
Hunter Dekkers,QB,23,7/4/2001,74,212,Iowa Western CC; Iowa State,0
Jake Haener,QB,23,3/10/1999,73,200,Fresno State; Washington,3
Spencer Rattler,QB,23,9/28/2000,72,211,South Carolina; Oklahoma,2
Taysom Hill,QB,23,8/23/1990,74,221,BYU,9
Tyler Shough,QB,23,9/28/1999,77,219,Louisville; Texas Tech; Oregon,0
Alvin Kamara,RB,23,7/25/1995,70,215,Tennessee; Hutchinson CC; Alabama,9
Devin Neal,RB,23,8/12/2003,71,213,Kansas,0
Kendre Miller,RB,23,6/11/2002,72,220,TCU,3
Marcus Yarns,RB,23,,,,,
Foster Moreau,TE,23,5/6/1997,76,250,LSU,7
Jack Stoll,TE,23,1/28/1998,76,247,Nebraska,5
Juwan Johnson,TE,23,9/13/1996,76,231,Oregon; Penn State,6
Mason Pline,TE,23,2/5/2000,79,260,Furman; Ferris State,1
Michael Jacobson,TE,23,4/4/1997,79,244,Iowa State,1
Moliki Matavao,TE,23,3/17/2003,80,263,UCLA,0
Seth Green,TE,23,2/14/1998,76,240,Houston; Minnesota,0
Treyton Welch,TE,23,1/10/2001,76,240,Wyoming,1
Bub Means,WR,23,1/10/2001,74,215,Pittsburgh; Louisiana Tech,2
Chris Olave,WR,23,6/27/2000,72,187,Ohio State,4
Dante Pettis,WR,23,10/23/1995,74,200,Washington,7
Devaughn Vele,WR,23,12/12/1997,77,210,Utah,2
Kevin Austin Jr.,WR,23,3/30/2000,74,200,Notre Dame,2
Mason Tipton,WR,23,9/27/2000,71,187,Yale,2
Moochie Dixon,WR,23,,,,,
Roderick Daniels Jr.,WR,23,,,,,
Tommy Mellott,WR,23,10/16/2001,72,208,Montana State,0
Trey Palmer,WR,23,4/2/2001,73,190,Nebraska; LSU,3
Audric Estimé,RB,23,9/6/2003,71,227,Notre Dame,2
Elijah Cooks,WR,23,10/13/1998,76,215,San Jose State; Nevada,2
Beanie Bishop Jr.,DB,23,12/17/1999,70,184,West Virginia; Minnesota; Western Kentucky,2
Evan Hull,RB,23,10/26/2000,70,209,Northwestern,2
Sataoa Laumea,OL,23,1/13/2001,76,319,Utah,2
Shane Lemieux,OL,23,5/12/1997,76,310,Oregon,6
Velus Jones Jr.,RB,23,5/11/1997,72,200,Tennessee; USC,5
Rashid Shaheed,WR,23,8/31/1998,72,180,Weber State,4
Jha'Quan Jackson,WR,23,5/15/2000,69,188,Tulane,2
Andru Phillips,DB,24,11/30/2001,71,180,Kentucky,2
Anthony Johnson Jr.,DB,24,12/2/1999,72,205,Iowa State,3
Art Green,DB,24,4/29/2000,74,201,Houston,2
Beau Brade,DB,24,1/29/2002,72,209,Maryland,2
Cordale Flott,DB,24,8/24/2001,73,175,LSU,4
Dane Belton,DB,24,12/7/2000,73,190,Iowa,4
Deonte Banks,DB,24,4/3/2001,74,200,Maryland,3
Jevon Holland,DB,24,3/3/2000,73,207,Oregon,5
Makari Paige,DB,24,,,,,
Nic Jones,DB,24,10/15/2001,72,189,Ball State,2
O'Donnell Fortune,DB,24,,,,,
Paulson Adebo,DB,24,7/3/1999,73,192,Stanford,5
Raheem Layne,DB,24,7/2/1999,71,192,Indiana,3
Rico Payton,DB,24,11/28/1999,72,182,Pittsburg State (KS); Southern Illinois,2
TJ Moore,DB,24,12/15/2001,72,187,Mercer,0
Tyler Nubin,DB,24,6/14/2001,74,210,Minnesota,2
Chauncey Golston,DL,24,2/10/1998,77,277,Iowa,5
DJ Davidson,DL,24,9/19/1999,77,320,Arizona State,4
Darius Alexander,DL,24,8/26/2000,76,310,Toledo,0
Dexter Lawrence,DL,24,11/12/1997,76,340,Clemson,7
Elijah Chatman,DL,24,12/5/2000,72,278,SMU,2
Jeremiah Ledbetter,DL,24,5/29/1994,75,299,Arkansas; Hutchinson CC,4
Rakeem Nunez-Roches,DL,24,7/3/1993,74,305,Southern Mississippi,11
Roy Robertson-Harris,DL,24,7/23/1993,79,300,Texas-El Paso,9
Graham Gano,K,24,4/9/1987,74,202,Florida State,16
Jude McAtamney,K,24,5/9/2000,74,205,Rutgers,1
Abdul Carter,LB,24,1/2/2004,75,252,Penn State,0
Bobby Okereke,LB,24,7/29/1996,73,235,Stanford,7
Brian Burns,LB,24,4/23/1998,77,250,Florida State,7
Chauncey Golston,LB,24,2/10/1998,77,277,Iowa,5
Chris Board,LB,24,7/23/1995,74,229,North Dakota State,8
Darius Muasau,LB,24,2/10/2001,72,234,UCLA; Hawaii,2
Demetrius Flannigan-Fowles,LB,24,9/4/1996,74,223,Arizona,6
Dyontae Johnson,LB,24,9/28/2000,74,230,Toledo,1
Jonas Griffith,LB,24,1/27/1997,76,250,Indiana State,4
K.J. Cloyd,LB,24,2/19/2001,74,228,Miami; Louisville,0
Kayvon Thibodeaux,LB,24,12/15/2000,77,258,Oregon,4
Micah McFadden,LB,24,1/3/2000,74,232,Indiana,4
Neville Hewitt,LB,24,4/6/1993,74,234,Marshall; Georgia Military,11
Swayze Bozeman,LB,24,11/2/1998,73,224,Southern Mississippi; Copiah-Lincoln Junior College,1
Tomon Fox,LB,24,3/16/1998,74,245,North Carolina,3
Trace Ford,LB,24,1/24/2001,74,252,Oklahoma; Oklahoma State,0
Victor Dimukeje,LB,24,11/18/1999,74,262,Duke,5
Zaire Barnes,LB,24,9/3/1999,73,227,Western Michigan,3
Casey Kreiter,LS,24,8/13/1990,73,250,Iowa,10
Aaron Stinnie,OL,24,2/18/1994,75,312,James Madison,8
Andrew Thomas,OL,24,1/22/1999,77,315,Georgia,6
Austin Schlottmann,OL,24,9/18/1995,78,300,TCU,7
Bryan Hudson,OL,24,1/11/2001,77,305,Louisville,1
Evan Neal,OL,24,9/19/2000,79,340,Alabama,4
Greg Van Roten,OL,24,2/26/1990,76,295,Penn,11
Jaison Williams,OL,24,,,,,
Jake Kubas,OL,24,8/13/2000,76,308,North Dakota State,2
James Hudson,OL,24,5/13/1999,77,313,Cincinnati,5
Jermaine Eluemunor,OL,24,12/13/1994,76,338,Texas A&M; Lackawanna JC,9
John Michael Schmitz,OL,24,4/19/1999,76,320,Minnesota,3
Jon Runyan,OL,24,8/8/1997,76,307,Michigan,6
Joshua Ezeudu,OL,24,9/19/1999,76,310,North Carolina,4
Marcus Mbow,OL,24,4/2/2003,77,300,Purdue,0
Jamie Gillan,P,24,7/4/1997,73,207,University of Arkansas at Pine Bluff,7
Jameis Winston,QB,24,1/6/1994,76,231,Florida State,11
Jaxson Dart,QB,24,5/13/2003,74,223,Mississippi; USC,0
Russell Wilson,QB,24,11/29/1988,71,206,Wisconsin; N.C. State,14
Cam Skattebo,RB,24,2/5/2002,71,215,Arizona State; Sacramento State,0
Dante Miller,RB,24,5/14/1999,70,200,South Carolina; Columbia,1
Devin Singletary,RB,24,9/3/1997,67,203,Florida Atlantic,7
Eric Gray,RB,24,11/4/1999,70,210,Oklahoma; Tennessee,3
Tyrone Tracy Jr.,RB,24,11/23/1999,71,210,Purdue; Iowa,2
Chris Manhertz,TE,24,4/10/1992,78,235,Canisius College,10
Daniel Bellinger,TE,24,9/22/2000,78,255,San Diego State,4
Jermaine Terry,TE,24,,,,,
Theo Johnson,TE,24,2/26/2001,78,264,Penn State,2
Thomas Fidone II,TE,24,9/20/2002,78,255,Nebraska,0
Antwane Wells Jr.,WR,24,4/2/2001,73,207,Mississippi; South Carolina; James Madison,0
Beaux Collins,WR,24,12/16/2002,75,206,Notre Dame; Clemson,0
Bryce Ford-Wheaton,WR,24,3/9/2000,75,220,West Virginia,3
Da'Quan Felton,WR,24,1/13/2001,77,216,Virginia Tech; Norfolk State,0
Dalen Cambre,WR,24,4/10/2001,72,192,Louisiana,0
Darius Slayton,WR,24,1/12/1997,73,198,Auburn,7
Gunner Olszewski,WR,24,11/26/1996,72,190,Bemidji State University,7
Ihmir Smith-Marsette,WR,24,8/29/1999,73,185,Iowa,5
Jalin Hyatt,WR,24,9/25/2001,72,185,Tennessee,3
Jordan Bly,WR,24,,,,,
Malik Nabers,WR,24,7/28/2003,72,200,LSU,2
Montrell Washington,WR,24,3/14/1999,70,170,Samford,3
Wan'Dale Robinson,WR,24,1/5/2001,68,185,Kentucky,4
Korie Black,DB,24,6/22/2002,72,190,Oklahoma State,0
Xavier Gipson,WR,24,3/8/2001,69,189,Stephen F. Austin State,3
Isaiah Hodgins,WR,24,10/21/1998,75,201,Oregon State,4
Ryan Miller,WR,24,2/20/2000,74,221,Furman,2
Curtis Jacobs,LB,24,2/18/2002,73,241,Penn State,2
Tre Hawkins III,DB,24,8/1/2000,75,195,Old Dominion,3
Andre Cisco,DB,25,3/23/2000,72,210,Syracuse,5
Azareye'h Thomas,DB,25,7/6/2004,73,197,Florida State,0
Brandon Stephens,DB,25,12/29/1997,73,215,SMU; UCLA,5
Dean Clark,DB,25,6/1/2001,72,208,Fresno State; Kent State,0
Isaiah Oliver,DB,25,9/30/1996,72,202,Colorado,8
Jarius Monroe,DB,25,10/6/2000,74,205,Tulane; Colorado,1
Jordan Clark,DB,25,4/22/2001,69,184,Notre Dame; Arizona State,0
Kris Boyd,DB,25,11/12/1996,71,200,Texas,7
Malachi Moore,DB,25,9/13/2001,71,196,Alabama,0
Mario Goodrich,DB,25,1/12/2000,72,186,Clemson,1
Qwan'tez Stiggers,DB,25,1/8/2002,72,197,,2
Ryan Cooper Jr.,DB,25,8/31/2001,71,192,Oregon State,0
Tony Adams,DB,25,1/24/1999,71,203,Illinois,4
Braiden McGregor,DL,25,7/12/2001,78,267,Michigan,2
Byron Cowart,DL,25,5/20/1996,75,300,Maryland; Auburn,5
Eric Watts,DL,25,10/1/2000,77,277,Connecticut,2
Fatorma Mulbah,DL,25,9/7/2002,76,306,West Virginia; Penn State,0
Harrison Phillips,DL,25,1/25/1996,75,307,Stanford,8
Jay Tufele,DL,25,7/25/1999,75,305,USC,5
Jowon Briggs,DL,25,9/1/2001,73,313,Cincinnati; Virginia,2
Michael Fletcher,DL,25,,,,,
Micheal Clemons,DL,25,8/21/1997,77,263,Texas A&M,4
Payton Page,DL,25,9/27/2002,76,300,Clemson,0
Tyler Baron,DL,25,10/22/2001,76,258,Miami; Tennessee,0
Will McDonald IV,DL,25,6/4/1999,76,245,Iowa State,3
Nick Folk,K,25,11/5/1984,73,222,Arizona,18
Aaron Smith,LB,25,,,,,
Cam Jones,LB,25,10/21/1999,74,227,Indiana,3
Francisco Mauigoa,LB,25,3/17/2003,74,233,Miami; Washington State,0
Ja'Markis Weston n,LB,25,8/10/2000,74,235,Florida,0
Jackson Sirmon,LB,25,4/15/2000,74,240,California; Washington,1
Jamien Sherwood,LB,25,1/12/2000,74,216,Auburn,5
Jermaine Johnson II,LB,25,1/8/1999,77,254,Florida State,4
Marcelino McCrary-Ball,LB,25,3/23/1999,72,214,Indiana,2
Mykal Walker,LB,25,8/28/1997,75,230,Fresno State,6
Quincy Williams,LB,25,8/28/1996,71,230,Murray State,7
Will McDonald IV,LB,25,6/4/1999,76,245,Iowa State,3
Thomas Hennessy,LS,25,6/11/1994,74,246,Duke,9
Alijah Vera-Tucker,OL,25,6/17/1999,77,308,USC,5
Armand Membou,OL,25,3/27/2004,76,332,Missouri,0
Chukwuma Okorafor,OL,25,8/8/1997,78,320,Western Michigan,7
Gus Hartwig,OL,25,1/21/2002,77,309,Purdue,0
Joe Tippmann,OL,25,3/24/2001,78,313,Wisconsin,3
John Simpson,OL,25,8/19/1997,76,330,Clemson,6
Josh Myers,OL,25,7/16/1998,77,310,Ohio State,5
Kohl Levao,OL,25,2/21/1998,78,350,Hawaii; City College (SF),1
Leander Wiegand,OL,25,8/24/1999,77,302,UCF,0
Liam Fornadel,OL,25,6/17/1999,76,312,James Madison,1
Marquis Hayes,OL,25,2/14/1999,77,318,Oklahoma,2
Max Mitchell,OL,25,10/12/1999,78,307,Louisiana-Lafayette,4
Olumuyiwa Fashanu,OL,25,12/9/2002,78,312,Penn State,2
Samuel Jackson,OL,25,,,,,
Xavier Newman-Johnson,OL,25,8/4/1999,74,297,Baylor,3
Austin McNamara,P,25,2/24/2001,76,204,Texas Tech,1
Brady Cook,QB,25,10/12/2001,74,215,Missouri,0
Jordan Travis,QB,25,5/2/2000,73,200,Florida State; Louisville,0
Justin Fields,QB,25,3/5/1999,75,227,Ohio State,5
Tyrod Taylor,QB,25,8/3/1989,73,217,Virginia Tech,15
Andrew Beck,RB,25,5/15/1996,75,255,Texas,6
Braelon Allen,RB,25,1/20/2004,73,235,Wisconsin,2
